Sample Name,Comments,DIC flag,TA flag,Analysis Type,Date (analysis),Time (analysis),Station,Cast,Niskin,Replicate (diff bottle),Repeat(same bottle),No. Of Repeats,Depth (m),CTD Temp (C),Salinity,Phosphate (uMol/Kg),Silicate (uMol/Kg),Nitrate (uMol/Kg),DIC pipette volume (ml),DIC set end point (cpm),DIC pipette temp sample (C),DIC background (cpm),DIC total time (s),DIC total counts,DIC cell Number (sequential),Sample Bottle temp (C),TA pipette vol (ml),TA cell temp (C),TA Acid Batch,TA Acid conc (Mol),TA Acid density (Kg/l),salinity_availability,ctd_temp_availability,Pressure_CTD,sampling_date,Longitude,Latitude,crm_batch,DIC_certified_umolkg,TA_certified_umolkg,sample_temp_flag,sample_temperature_alternative,analysis_datetime,netdiccounts,diccounts_volcorr,dic_sw_density,dicpipmass,dic_crm_pip_umol,dic_crm_counts_per_umol,dic_crm_counts_per_umol_mean_allcells,dic_crm_counts_per_umol_std_allcells,dic_sample_pip_umol_allcells,dic_sample_umol_per_l_allcells,dic_sample_umol_per_kg_allcells,dic_crm_counts_per_umol_mean_percell,dic_crm_counts_per_umol_std_percell,dic_sample_pip_umol,dic_sample_umol_per_l,dic_sample_umol_per_kg,dic_driftcorr_flag,dic_crm_counts_per_umol_driftcorr,dic_sample_pip_umol_driftcorr,dic_sample_umol_per_l_driftcorr,dic_sample_umol_per_kg_driftcorr
0000_076_10_700_1_1, ,,,3,2024-02-09 00:00:00,183742,0,76,10,1,1,1,700,0.4494,34.6849,0.0,0.0,,21.8442,50,0.0,32,615.0,245817.0,13,24.5,96.7556,24.83,,,,1.0,1.0,806.18,2024-02-09 00:00:00,-49.68702,-64.50176,,,,,,2024-02-09 18:37:42,245489.0,245538.0978,1023.2557139655199,22.352202467005608,,,4843.449614233142,7.0707489583139544,50.68474322074021,2320.2837925280032,2267.550291545392,4846.576585328312,7.071873693808707,50.65204184395867,2318.786764631283,2266.0872868670026,0,4844.111469181953,50.67781812243409,2319.9667702380534,2267.240474277213
0000_076_9_1300_1_1, ,,,3,2024-02-09 00:00:00,190426,0,76,9,1,1,1,1300,0.2379,34.6768,0.0,0.0,,21.8442,50,0.0,46,462.0,245328.0,13,24.53,96.7556,24.88,,,,1.0,1.0,1314.111,2024-02-09 00:00:00,-49.68974,-64.50404,,,,,,2024-02-09 19:04:26,244973.8,245022.79476,1023.2405969016687,22.35187224683943,,,4843.449614233142,7.0707489583139544,50.57837275319451,2315.4142863183138,2262.824885299992,4846.576585328312,7.071873693808707,50.54574000575815,2313.9204001866924,2261.364929414597,0,4844.455369071686,50.56787220375257,2314.9335843726285,2262.3551014122722
0000_076_7_2300_1_1, ,,,3,2024-02-09 00:00:00,193159,0,76,7,1,1,1,2300,-0.0732,34.6614,0.0,0.0,,21.8442,50,0.0,26,353.0,244595.0,13,24.48,96.7556,24.87,,,,1.0,1.0,2332.597,2024-02-09 00:00:00,-49.6949,-64.50764,,,,,,2024-02-09 19:31:59,244442.03333333333,244490.92174,1023.2439310247703,22.351945078091287,,,4843.449614233142,7.0707489583139544,50.468581858476824,2310.388197254961,2257.905595336516,4846.576585328312,7.071873693808707,50.43601994721694,2308.8975539144003,2256.448813336287,0,4844.809774631343,50.45441301189863,2309.739565280424,2257.271697636397
0000_076_8_1800_1_1, ,,,3,2024-02-09 00:00:00,200018,0,76,8,1,1,1,1800,0.0586,34.6685,0.0,0.0,,21.8442,50,0.0,5,564.0,244697.0,13,24.28,96.7556,24.54,,,,1.0,1.0,1822.453,2024-02-09 00:00:00,-49.693,-64.50582,,,,,,2024-02-09 20:00:18,244650.0,244698.93,1023.3090274753179,22.35336705797634,,,4843.449614233142,7.0707489583139544,50.511519575028174,2312.353831910904,2259.6828229062776,4846.576585328312,7.071873693808707,50.47892996070899,2310.861920359134,2258.2248942535316,0,4845.1740426566685,50.49354220222302,2311.530850396124,2258.8785873403995
0000_076_6_2800_1_1, ,,,3,2024-02-09 00:00:00,205105,0,76,6,1,1,1,2800,-0.1552,34.6576,0.0,0.0,,21.8442,50,0.0,26,237.0,243873.0,13,24.59,96.7556,24.65,,,,1.0,1.0,2825.564,2024-02-09 00:00:00,-49.69376,-64.50978,,,,,,2024-02-09 20:51:05,243770.3,243819.05406,1023.2080751429355,22.351161835037313,,,4843.449614233142,7.0707489583139544,50.32989282755156,2304.0391878645846,2251.7797150327665,4846.576585328312,7.071873693808707,50.29742039730643,2302.5526408523283,2250.3268853998015,0,4845.8273238062975,50.305197381346936,2302.908661399682,2250.6748308040674
0000_076_5_3280_1_1, ,,,3,2024-02-09 00:00:00,212735,0,76,5,1,1,1,3280,-0.3071,34.6481,0.0,0.0,,21.8442,50,0.0,15,348.0,243898.0,13,24.7,96.7556,24.45,,,,1.0,1.0,3322.334,2024-02-09 00:00:00,-49.6931,-64.5121,,,,,,2024-02-09 21:27:35,243811.0,243859.7622,1023.1678163146704,22.350282413140924,,,4843.449614233142,7.0707489583139544,50.33829592931614,2304.423871293805,2252.2442893034568,4846.576585328312,7.071873693808707,50.30581807745931,2302.9370760869842,2250.7911599310187,0,4846.296862932562,50.308721668458944,2303.0699988307624,2250.9210728755606
8888_208_0108_0_1_1, ,,,3,2024-02-09 00:00:00,220028,8888,208,108,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,229.0,222933.0,13,24.59,96.7556,24.36,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-09 22:00:28,222933.0,222977.5866,1022.061018462711,22.32610529950315,45.98418604117466,4848.036231420597,4843.449614233142,7.0707489583139544,46.027731834946884,2107.091668953172,2061.610442909234,4846.576585328312,7.071873693808707,45.99803512336292,2105.732190849879,2060.280308916512,0,4846.719876949035,45.996675207137045,2105.6699355955834,2060.2193974316097
8888_208_0108_0_1_2, ,,,3,2024-02-09 00:00:00,222715,8888,208,108,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,14,299.0,222814.0,13,24.93,96.7556,24.5,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-09 22:27:15,222744.23333333334,222788.78218,1021.9591551079681,22.323880176009478,45.979603043319685,4844.414013828585,4843.449614233142,7.0707489583139544,45.98875823519849,2105.307506578336,2060.070107553285,4846.576585328312,7.071873693808707,45.95908666905847,2103.949179601838,2058.740967372184,0,4847.064420043025,45.95446109861196,2103.7374268049166,2058.5337645736545
0000_076_5_3280_2_1, ,,,3,2024-02-09 00:00:00,225613,0,76,5,2,1,1,3280,-0.3071,34.6481,0.0,0.0,,21.8442,50,0.0,34,440.0,244133.0,13,24.82,96.7556,24.5,,,,1.0,1.0,3322.334,2024-02-09 00:00:00,-49.6931,-64.5121,,,,,,2024-02-09 22:56:13,243883.66666666666,243932.4434,1023.1316261937785,22.34949186890214,,,4843.449614233142,7.0707489583139544,50.35329901027173,2305.1106934688264,2252.9952495401058,4846.576585328312,7.071873693808707,50.320811478551256,2303.6234551300236,2251.5416356543387,0,4847.437049724045,50.311879074438,2303.2145409050454,2251.141966428494
0000_076_5_3280_3_1, ,,,3,2024-02-09 00:00:00,232334,0,76,5,3,1,1,3280,-0.3071,34.6481,0.0,0.0,,21.8442,50,0.0,17,236.0,244051.0,13,24.89,96.7556,24.63,,,,1.0,1.0,3322.334,2024-02-09 00:00:00,-49.6931,-64.5121,,,,,,2024-02-09 23:23:34,243984.13333333333,244032.93016,1023.1104633537269,22.34902958359148,,,4843.449614233142,7.0707489583139544,50.37404180201492,2306.0602723841994,2253.9699817212304,4846.576585328312,7.071873693808707,50.34154088721691,2304.5724213849403,2252.515738946328,0,4847.788882466557,50.328951868298795,2303.9961119335476,2251.952447423042
0000_076_3_3430_1_1, ,,,3,2024-02-09 00:00:00,235301,0,76,3,1,1,1,3430,-0.7506,34.6158,0.0,0.0,,21.8442,50,0.0,66,232.0,243517.0,13,24.87,96.7556,24.64,,,,1.0,1.0,3489.6,2024-02-09 00:00:00,-49.69356,-64.51318,,,,,,2024-02-09 23:53:01,243261.8,243310.45236,1023.0921020984214,22.348628496658336,,,4843.449614233142,7.0707489583139544,50.22490567159856,2299.2330079196568,2247.3372663162936,4846.576585328312,7.071873693808707,50.192500978197415,2297.7495618149173,2245.8873029144684,0,4848.167729788984,50.17602804979438,2296.9954518725513,2245.1502139067247
0000_076_3_3430_2_1, ,,,3,2024-02-10 00:00:00,2046,0,76,3,2,1,1,3430,-0.7506,34.6158,0.0,0.0,,21.8442,50,0.0,34,236.0,243572.0,13,24.86,96.7556,24.56,,,,1.0,1.0,3489.6,2024-02-09 00:00:00,-49.69356,-64.51318,,,,,,2024-02-10 00:20:46,243438.26666666666,243486.95432,1023.0951257185619,22.34869454522141,,,4843.449614233142,7.0707489583139544,50.261339759020075,2300.900914614409,2248.960880346675,4846.576585328312,7.071873693808707,50.22891155864731,2299.4163923900765,2247.5098694025164,0,4848.524708165787,50.20872973106084,2298.4924937082083,2246.606826607528
0000_076_3_3430_3_1, ,,,3,2024-02-10 00:00:00,5314,0,76,3,3,1,1,3430,-0.7506,34.6158,0.0,0.0,,21.8442,50,0.0,48,689.0,243920.0,13,24.78,96.7556,24.55,,,,1.0,1.0,3489.6,2024-02-09 00:00:00,-49.69356,-64.51318,,,,,,2024-02-10 00:53:14,243368.8,243417.47376,1023.1192865729465,22.349222319756763,,,4843.449614233142,7.0707489583139544,50.24699736419831,2300.2443378195726,2248.266031153122,4846.576585328312,7.071873693808707,50.214578417419965,2298.7602392131535,2246.8154685199124,0,4848.9423621465685,50.19007895409661,2297.638684598045,2245.719257521032
0000_076_1_3466_1_1, ,,,3,2024-02-10 00:00:00,12120,0,76,1,1,1,1,3466,-0.8178,34.6102,0.0,0.0,,21.8442,50,0.0,32,227.0,243164.0,13,24.78,96.7556,24.59,,,,1.0,1.0,3528.051,2024-02-09 00:00:00,-49.69378,-64.51364,,,,,,2024-02-10 01:21:20,243042.93333333332,243091.54192,1023.1150535912232,22.3491298536574,,,4843.449614233142,7.0707489583139544,50.179717492903876,2297.1643499374604,2245.264930736981,4846.576585328312,7.071873693808707,50.14734195454158,2295.682238513728,2243.816304388918,0,4849.303842953348,50.11913899486943,2294.391142494091,2242.55437786843
0000_076_1_3466_2_1, ,,,3,2024-02-10 00:00:00,15018,0,76,1,2,1,1,3466,-0.8178,34.6102,0.0,0.0,,21.8442,50,0.0,35,238.0,243071.0,13,24.64,96.7556,24.5,,,,1.0,1.0,3528.051,2024-02-09 00:00:00,-49.69378,-64.51364,,,,,,2024-02-10 01:50:18,242932.16666666666,242980.75309999997,1023.1572136834417,22.350050807143838,,,4843.449614233142,7.0707489583139544,50.156848117667444,2296.117418704619,2244.149176682659,4846.576585328312,7.071873693808707,50.12448733443674,2294.635982752252,2242.7012702098755,0,4849.676472634368,50.09244802977645,2293.169263684477,2241.267747533048
0000_076_1_3466_3_1, ,,,3,2024-02-10 00:00:00,21840,0,76,1,3,1,1,3466,-0.8178,34.6102,0.0,0.0,,21.8442,50,0.0,34,292.0,243302.0,13,24.54,96.7556,24.6,,,,1.0,1.0,3528.051,2024-02-09 00:00:00,-49.69378,-64.51364,,,,,,2024-02-10 02:18:40,243136.53333333333,243185.16064,1023.1872340891584,22.350706578890392,,,4843.449614233142,7.0707489583139544,50.19904256231823,2298.0490273078544,2245.9711680761716,4846.576585328312,7.071873693808707,50.16665455558112,2296.5663450976053,2244.5220860696227,0,4850.041383864009,50.130816232258084,2294.9257117339193,2242.9186323623976
2222_202402100013_1_7_1_1, ,,,3,2024-02-10 00:00:00,24755,2222,202402100013,1,1,1,1,7,-1.375763,33.3358,0.0,0.0,,21.8442,50,0.0,18,627.0,234076.0,13,24.66,96.7556,24.69,,,,1.0,1.0,,2024-02-10 00:13:00,-50.58167,-64.46319,,,,,,2024-02-10 02:47:55,233887.9,233934.67758,1022.1880409471485,22.3288800040577,,,4843.449614233142,7.0707489583139544,48.28952887476898,2210.6338925100936,2162.6489490737376,4846.576585328312,7.071873693808707,48.25837287045701,2209.2076098212347,2161.2536258731875,0,4850.41765836929,48.220156793391084,2207.458125881977,2159.5421169636948
2222_202402100013_1_7_2_1, ,,,3,2024-02-10 00:00:00,31509,2222,202402100013,1,2,1,1,7,-1.375763,33.3358,0.0,0.0,,21.8442,50,0.0,24,253.0,233562.0,13,24.78,96.7556,24.66,,,,1.0,1.0,,2024-02-10 00:13:00,-50.58167,-64.46319,,,,,,2024-02-10 03:15:09,233460.8,233507.49216,1022.1520959187847,22.328094813669118,,,4843.449614233142,7.0707489583139544,48.201347922345136,2206.597079423606,2158.775673634124,4846.576585328312,7.071873693808707,48.17024881165375,2205.173401253136,2157.3828494388263,0,4850.767990301829,48.1286263261322,2203.2679762194175,2155.518718805698
2222_202402060804_1_7_1_1, ,,,3,2024-02-10 00:00:00,34936,2222,202402060804,1,1,1,1,7,-0.787659,33.4759,0.0,0.0,,21.8442,50,0.0,41,230.0,233680.0,13,24.53,96.7556,24.65,,,,1.0,1.0,,2024-02-06 08:04:00,-52.09771,-63.68577,,,,,,2024-02-10 03:49:36,233522.83333333334,233569.5379,1022.3327278510023,22.332040573722868,,,4843.449614233142,7.0707489583139544,48.21415559833521,2207.183398720723,2158.9677593128995,4846.576585328312,7.071873693808707,48.18304822423729,2205.7593422618947,2157.574811185511,0,4851.211158052494,48.13701686551209,2203.6520845584682,2155.5135862574425
2222_202402060804_1_7_2_1, ,,,3,2024-02-10 00:00:00,41933,2222,202402060804,1,2,1,1,7,-0.787659,33.4759,0.0,0.0,,21.8442,50,0.0,26,245.0,233355.0,13,24.59,96.7556,24.65,,,,1.0,1.0,,2024-02-06 08:04:00,-52.09771,-63.68577,,,,,,2024-02-10 04:19:33,233248.83333333334,233295.4831,1022.3148198613139,22.331649388014515,,,4843.449614233142,7.0707489583139544,48.15758434812651,2204.5936380424328,2156.472346103234,4846.576585328312,7.071873693808707,48.12651347333096,2203.171252475758,2155.081007995793,0,4851.596437417727,48.076717909678514,2200.8916742054416,2152.8511877623096
2222_202402071117_1_7_1_1, ,,,3,2024-02-10 00:00:00,44743,2222,202402071117,1,1,1,1,7,-1.22525,33.4823,0.0,0.0,,21.8442,50,0.0,73,235.0,234672.0,13,24.58,96.7556,24.65,,,,1.0,1.0,,2024-02-07 11:17:26,-47.97168,-64.13384,,,,,,2024-02-10 04:47:43,234386.08333333334,234432.96055000002,1022.3226427937035,22.33182027371422,,,4843.449614233142,7.0707489583139544,48.39238600615513,2215.3425626095313,2166.9700639278217,4846.576585328312,7.071873693808707,48.36116363927339,2213.9132419257007,2165.571952779736,0,4851.958775830222,48.30751747127682,2211.4573878318647,2163.1697228074786
2222_202402071117_1_7_2_1, ,,,3,2024-02-10 00:00:00,51433,2222,202402071117,1,2,1,1,7,-1.22525,33.4823,0.0,0.0,,21.8442,50,0.0,49,241.0,234764.0,13,24.58,96.7556,24.75,,,,1.0,1.0,,2024-02-07 11:17:26,-47.97168,-64.13384,,,,,,2024-02-10 05:14:33,234567.18333333332,234614.09676999997,1022.3226427937035,22.33182027371422,,,4843.449614233142,7.0707489583139544,48.42977671204124,2217.054262094343,2168.644388072824,4846.576585328312,7.071873693808707,48.39853022098556,2215.6238370361725,2167.2451966646577,0,4852.303962128528,48.341403416622995,2213.008643787504,2164.6871067435327
8888_0208_0290_0_1_1, ,,,3,2024-02-10 00:00:00,55856,8888,208,290,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,38,227.0,223247.0,13,24.58,96.7556,24.81,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 05:58:56,223103.23333333334,223147.85397999999,1022.0640006466929,22.326170442926486,45.98432021447797,4851.724072308679,4843.449614233142,7.0707489583139544,46.06287896083689,2108.700660167774,2063.178684342205,4846.576585328312,7.071873693808707,46.033159572618224,2107.340143956667,2061.8475385330908,0,4852.8749131299555,45.9734152079017,2104.6051220874056,2059.1715594676593
8888_0208_0290_0_1_2, ,,,3,2024-02-10 00:00:00,62535,8888,208,290,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,236.0,223232.0,13,25.08,96.7556,24.85,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 06:25:35,223232.0,223276.6464,1021.9139263766582,22.322892190556995,45.97756812920262,4855.237218564727,4843.449614233142,7.0707489583139544,46.08946469557608,2109.917721664153,2064.6726374942045,4846.576585328312,7.071873693808707,46.05972815446143,2108.5564202150426,2063.340527798883,0,4853.217741012573,45.99669990356232,2105.671066166869,2060.517047294606
8888_0208_0422_0_1_1, ,,,3,2024-02-10 00:00:00,113352,8888,208,422,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,15,356.0,222556.0,14,24.39,96.7556,24.73,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 11:33:52,222467.0,222511.4934,1022.1205119409611,22.327404886940744,45.986862749436376,4837.62071816318,4843.449614233142,7.0707489583139544,45.93151941670874,2102.687185463818,2057.1812823430273,4839.836992678262,2.0557606108709288,45.96580428980348,2104.256703830009,2058.7168335308324,0,,,,
8888_0208_0422_0_1_2, ,,,3,2024-02-10 00:00:00,120037,8888,208,422,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,361.0,222583.0,14,24.63,96.7556,24.79,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 12:00:37,222583.0,222627.5166,1022.049081830939,22.3258445533314,45.983648992714556,4840.481451031976,4843.449614233142,7.0707489583139544,45.95546928905986,2103.7835804955025,2058.397798985056,4839.836992678262,2.0557606108709288,45.98977203916683,2105.353917248827,2059.9342582229156,0,,,,
0000_081_24_2_1_1, ,,,3,2024-02-10 00:00:00,122758,0,81,24,1,1,1,2,-1.6972,33.5094,0.0,0.0,,21.8442,50,0.0,28,518.0,234529.0,14,24.59,96.7556,24.7,,,,1.0,1.0,2.864,2024-02-10 00:00:00,-50.88152,-64.47576,,,,,,2024-02-10 12:27:58,234287.26666666666,234334.12412,1022.3401345951906,22.332202368124264,,,4843.449614233142,7.0707489583139544,48.37198388069969,2214.4085789683163,2166.0194137297967,4839.836992678262,2.0557606108709288,48.40809040079202,2216.061490042758,2167.6362054593874,0,,,,
0000_081_22_5_1_1, ,,,3,2024-02-10 00:00:00,125515,0,81,22,1,1,1,5,-1.6962,33.5096,0.0,0.0,,21.8442,50,0.0,39,385.0,234105.0,14,24.54,96.7556,24.88,,,,1.0,1.0,4.939,2024-02-10 00:00:00,-50.88152,-64.47604,,,,,,2024-02-10 12:55:15,233854.75,233901.52095,1022.3552132599835,22.332531749493732,,,4843.449614233142,7.0707489583139544,48.2826845793514,2210.3205692747456,2161.9888475226703,4839.836992678262,2.0557606108709288,48.31872444335978,2211.9704289175056,2163.602630698382,0,,,,
0000_081_21_9_1_1, ,,,3,2024-02-10 00:00:00,132220,0,81,21,1,1,1,9,-1.695,33.51,0.0,0.0,,21.8442,50,0.0,72,358.0,234122.0,14,24.52,96.7556,24.88,,,,1.0,1.0,8.843,2024-02-10 00:00:00,-50.88142,-64.47658,,,,,,2024-02-10 13:22:20,233692.4,233739.13848,1022.3614810572883,22.33266866451162,,,4843.449614233142,7.0707489583139544,48.24916508128066,2208.7860888144523,2160.4746752882434,4839.836992678262,2.0557606108709288,48.28517992517753,2210.434803067978,2162.087328233482,0,,,,
0000_081_19_15_1_1, ,,,3,2024-02-10 00:00:00,135035,0,81,19,1,1,1,15,-1.6912,33.5128,0.0,0.0,,21.8442,50,0.0,29,382.0,234124.0,14,24.48,96.7556,24.93,,,,1.0,1.0,15.42,2024-02-10 00:00:00,-50.88124,-64.47688,,,,,,2024-02-10 13:50:35,233939.36666666667,233986.15454,1022.3755188825061,22.33297530957324,,,4843.449614233142,7.0707489583139544,48.30015491008799,2211.1203390413925,2162.728173947502,4839.836992678262,2.0557606108709288,48.33620781455486,2212.77079565994,2164.342508982003,0,,,,
0000_081_18_23_1_1, ,,,3,2024-02-10 00:00:00,142016,0,81,18,1,1,1,23,-1.6888,33.5157,0.0,0.0,,21.8442,50,0.0,11,269.0,234457.0,14,24.27,96.7556,24.89,,,,1.0,1.0,23.8,2024-02-10 00:00:00,-50.88108,-64.47718,,,,,,2024-02-10 14:20:16,234407.68333333332,234454.56486999997,1022.4400930081006,22.334385879687552,,,4843.449614233142,7.0707489583139544,48.396845637558435,2215.546718925776,2166.9208143114383,4839.836992678262,2.0557606108709288,48.4329707153251,2217.2004795472067,2168.5382788775673,0,,,,
0000_081_15_35_1_1, ,,,3,2024-02-10 00:00:00,144817,0,81,15,1,1,1,35,-1.5773,34.2195,0.0,0.0,,21.8442,50,0.0,44,454.0,238928.0,14,24.19,96.7556,24.89,,,,1.0,1.0,35.954,2024-02-10 00:00:00,-50.88086,-64.47764,,,,,,2024-02-10 14:48:17,238595.06666666668,238642.78568,1022.9960885228098,22.34653115690996,,,4843.449614233142,7.0707489583139544,49.261391295477154,2255.124531705311,2204.431235862959,4839.836992678262,2.0557606108709288,49.29816169999422,2256.8078345736726,2206.0766995037757,0,,,,
0000_081_14_53_1_1, ,,,3,2024-02-10 00:00:00,151503,0,81,14,1,1,1,53,-1.7422,34.3358,0.0,0.0,,21.8442,50,0.0,35,403.0,240891.0,14,24.52,96.7556,24.86,,,,1.0,1.0,55.044,2024-02-10 00:00:00,-50.8808,-64.47794,,,,,,2024-02-10 15:15:03,240655.91666666666,240704.04784999997,1022.9857349988093,22.346304992460993,,,4843.449614233142,7.0707489583139544,49.686883488880774,2274.6030291281336,2223.4943766158976,4839.836992678262,2.0557606108709288,49.723971495472384,2276.3008714199823,2225.154069643632,0,,,,
0000_081_13_100_1_1, ,,,3,2024-02-10 00:00:00,155005,0,81,13,1,1,1,100,-1.7392,34.3731,0.0,0.0,,21.8442,50,0.0,30,406.0,241292.0,14,24.47,96.7556,24.89,,,,1.0,1.0,102.123,2024-02-10 00:00:00,-50.8808,-64.47842,,,,,,2024-02-10 15:50:05,241089.0,241137.21779999998,1023.0288955811885,22.3472478008546,,,4843.449614233142,7.0707489583139544,49.77629978673193,2278.6963947744453,2227.401791500625,4839.836992678262,2.0557606108709288,49.81345453673772,2280.3972924958443,2229.064401157836,0,,,,
0000_081_12_150_1_1, ,,,3,2024-02-10 00:00:00,162056,0,81,12,1,1,1,150,-0.7302,34.4942,0.0,0.0,,21.8442,50,0.0,21,396.0,242379.0,14,24.32,96.7556,24.87,,,,1.0,1.0,151.908,2024-02-10 00:00:00,-50.88078,-64.47884,,,,,,2024-02-10 16:20:56,242240.4,242288.84808,1023.1652519907213,22.350226397535714,,,4843.449614233142,7.0707489583139544,50.014022916258554,2289.5790606320465,2237.7412213494617,4839.836992678262,2.0557606108709288,50.051355111021905,2291.288081551254,2239.4115487143545,0,,,,
0000_081_11_200_1_1, ,,,3,2024-02-10 00:00:00,171032,0,81,11,1,1,1,200,0.1242,34.5982,0.0,0.0,,21.8442,50,0.0,31,441.0,243825.0,14,24.33,96.7556,24.92,,,,1.0,1.0,206.418,2024-02-10 00:00:00,-50.88078,-64.47926,,,,,,2024-02-10 17:10:32,243597.15,243645.86943,1023.2409437713709,22.351879823930584,,,4843.449614233142,7.0707489583139544,50.29414351377917,2302.4026292461695,2250.1079958354458,4839.836992678262,2.0557606108709288,50.331684800235095,2304.1212221200635,2251.787554188105,0,,,,
0000_081_10_280_1_1, ,,,3,2024-02-10 00:00:00,173716,0,81,10,1,1,1,280,0.6846,34.6722,0.0,0.0,,21.8442,50,0.0,39,273.0,244128.0,14,24.39,96.7556,24.98,,,,1.0,1.0,287.385,2024-02-10 00:00:00,-50.8811,-64.48008,,,,,,2024-02-10 17:37:16,243950.55,243999.34011,1023.2790154962423,22.352711470303017,,,4843.449614233142,7.0707489583139544,50.36710803868338,2305.742853420284,2253.2885151584064,4839.836992678262,2.0557606108709288,50.404703788381724,2307.463939552912,2254.970447560581,0,,,,
0000_081_9_350_1_1, ,,,3,2024-02-10 00:00:00,180940,0,81,9,1,1,1,350,0.7074,34.6858,0.0,0.0,,21.8442,50,0.0,12,338.0,244621.0,14,24.32,96.7556,25.01,,,,1.0,1.0,359.198,2024-02-10 00:00:00,-50.88134,-64.48054,,,,,,2024-02-10 18:09:40,244553.4,244602.31068,1023.3101951942766,22.35339256586282,,,4843.449614233142,7.0707489583139544,50.49157511236336,2311.4407994965873,2258.7880100791504,4839.836992678262,2.0557606108709288,50.52926376858602,2313.166138773039,2260.474047494349,0,,,,
0000_081_8_750_1_1, ,,,3,2024-02-10 00:00:00,183612,0,81,8,1,1,1,750,0.4831,34.6853,0.0,0.0,,21.8442,50,0.0,23,475.0,244993.0,14,24.44,96.7556,24.82,,,,1.0,1.0,761.566,2024-02-10 00:00:00,-50.8826,-64.48224,,,,,,2024-02-10 18:36:12,244810.91666666666,244859.87884999998,1023.2739782342883,22.35260143534544,,,4843.449614233142,7.0707489583139544,50.544743140768134,2313.874764961323,2261.2465617019134,4839.836992678262,2.0557606108709288,50.58247148344423,2315.6019210336945,2262.9344342649897,0,,,,
0000_081_7_1250_1_1, ,,,3,2024-02-10 00:00:00,190250,0,81,7,1,1,1,1250,0.2466,34.6773,0.0,0.0,,21.8442,50,0.0,11,293.0,244668.0,14,24.37,96.7556,24.77,,,,1.0,1.0,1269.681,2024-02-10 00:00:00,-50.88408,-64.48414,,,,,,2024-02-10 19:02:50,244614.28333333333,244663.20619,1023.2888462022248,22.352926214210637,,,4843.449614233142,7.0707489583139544,50.50414535427408,2312.0162493601997,2259.3974887353493,4839.836992678262,2.0557606108709288,50.54184339335963,2313.7420181723123,2261.0839810864754,0,,,,
0000_081_6_1750_1_1, ,,,3,2024-02-10 00:00:00,192937,0,81,6,1,1,1,1750,0.0378,34.6674,0.0,0.0,,21.8442,50,0.0,0,275.0,244040.0,14,24.44,96.7556,24.79,,,,1.0,1.0,1779.106,2024-02-10 00:00:00,-50.88642,-64.48698,,,,,,2024-02-10 19:29:37,244040.0,244088.808,1023.2604392841283,22.352305687810354,,,4843.449614233142,7.0707489583139544,50.385576280767935,2306.588306313252,2254.1556555503485,4839.836992678262,2.0557606108709288,50.42318581580028,2308.3100235211305,2255.8382352160716,0,,,,
8888_208_1100_0_1_1, ,,,3,2024-02-10 00:00:00,195647,8888,208,1100,1,1,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,7,465.0,222753.0,14,24.54,96.7556,24.71,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 19:56:47,222698.75,222743.28975,1022.0759214832208,22.32643084406377,45.984856552284384,4842.8714732815015,4843.449614233142,7.0707489583139544,45.979367545306786,2104.8776126068606,2059.4141475833762,4839.836992678262,2.0557606108709288,46.013688133897936,2106.448765983553,2060.9513654589446,0,,,,
8888_208_1100_0_1_2, ,,,3,2024-02-10 00:00:00,202327,8888,208,1100,1,2,2,0,0.0,33.14,0.58,3.3,3.2,21.8442,50,0.0,0,309.0,222562.0,14,24.55,96.7556,24.8,,,,,,,,,,208.0,2059.66,2215.76,,,2024-02-10 20:23:27,222562.0,222606.5124,1022.0729424592362,22.326365769668044,45.98472252115448,4839.91177499471,4843.449614233142,7.0707489583139544,45.95113353630664,2103.5850951880425,2058.1555462436486,4839.836992678262,2.0557606108709288,45.98543305005795,2105.155283785076,2059.6918246556916,0,,,,
0000_081_6_1750_2_1, ,,,3,2024-02-10 00:00:00,210618,0,81,6,2,1,1,1750,0.0378,34.6674,0.0,0.0,,21.8442,50,0.0,21,504.0,244400.0,14,24.61,96.7556,24.89,,,,1.0,1.0,1779.106,2024-02-10 00:00:00,-50.88642,-64.48698,,,,,,2024-02-10 21:06:18,244223.6,244272.44472,1023.2094783625842,22.351192487247964,,,4843.449614233142,7.0707489583139544,50.4234831476961,2308.323635001332,2255.963889911656,4839.836992678262,2.0557606108709288,50.46112097772366,2310.0466475185017,2257.6478193059843,0,,,,
